Date,mkt,smb,hml,rmw,cma
2023-02-24,,,,,
2023-02-27,0.0026559380427359797,,,,
2023-02-28,-0.002670312769571972,,,,
2023-03-01,-0.0033808869252878204,,,,
2023-03-02,0.008239457859420962,,,,
2023-03-03,0.013621390908037344,,,,
2023-03-06,0.0008731679166867277,,,,
2023-03-07,-0.015678451931522317,,,,
2023-03-08,0.0009736580346820404,,,,
2023-03-09,-0.016336598520915596,,,,
2023-03-10,-0.013001340475625466,,,,
2023-03-13,-0.003135215598491194,,,,
2023-03-14,0.01569546509318718,,,,
2023-03-15,-0.009879691740035402,,,,
2023-03-16,0.01630604028986151,,,,
2023-03-17,-0.01247100260498245,,,,
2023-03-20,0.010783314327562122,,,,
2023-03-21,0.01089050660106787,,,,
2023-03-22,-0.016447583070181664,,,,
2023-03-23,0.0033613641201255926,-0.010887233658406633,,,
2023-03-24,0.006242971332952156,0.012166205687858679,,,
2023-03-27,0.005283912501884092,-0.0009386019997739987,,,
2023-03-28,-0.0007678350730763195,0.007409651795456196,,,
2023-03-29,0.011489182790061926,-0.0025738631821641267,,,
2023-03-30,0.00505320401693767,-0.0008254288210174706,,,
2023-03-31,0.013331125525501359,-0.0026223722027744183,,,
2023-04-03,0.0048879772119523,-0.0021641199186041202,,,
2023-04-04,-0.0067808149907885645,-0.0024100380949512315,,,
2023-04-05,5.226060432130513e-05,0.004267250296668546,,,
2023-04-06,0.00067881315657654,-0.0030286836214911015,,,
2023-04-10,0.0019899960198726733,6.133203120167372e-05,,,
2023-04-11,0.0021991423547124,0.0054079835984173616,,,
2023-04-12,-0.0030801000923272237,0.0072772344769879895,,,
2023-04-13,0.009442964399589584,-0.01272022603544574,,,
2023-04-14,-0.0007604169737256893,-0.0050319359518443164,,,
2023-04-17,0.003785352095081666,0.0059052445333650574,,,
2023-04-18,0.0010903233737931152,0.0008308364507757739,,,
2023-04-19,0.0010787354415072532,0.005979958163062582,,,
2023-04-20,-0.0034468005725935445,0.0061325731384430536,,,
2023-04-21,0.0009253668425680165,-0.002586489643461565,,,
2023-04-24,0.0013241176143868826,0.0006543813260128798,,,
2023-04-25,-0.013776308009320662,0.012649820720737595,,,
2023-04-26,-0.010290311324924544,-0.0071885892008893325,,,
2023-04-27,0.015272087600386607,-0.005421813294975816,,,
2023-04-28,0.009941617346499204,-0.0014441133272029422,,,
2023-05-01,0.0015593501079167744,0.0026736437806061425,,,
2023-05-02,-0.012884880228804282,-0.0023655872490807844,,,
2023-05-03,-0.008284920875830756,0.00157141782299783,,,
2023-05-04,-0.007297980408152649,0.004179933012864156,,,
2023-05-05,0.017579892292892974,-0.00400188006489929,,,
2023-05-08,0.0008602570713648701,-0.00605162961773719,,,
2023-05-09,-0.0034633905346644063,0.0005210767927131231,,,
2023-05-10,0.0019090537862170094,-0.0022175723377693877,,,
2023-05-11,-0.0033025099369718438,-0.000925088492054449,,,
2023-05-12,-0.0009871944989232832,0.0051912855300986025,,,
2023-05-15,0.003994959697819522,-0.005529249739181659,,,
2023-05-16,-0.009455088703542083,-0.011487202064809295,,,
2023-05-17,0.013212265367116557,-0.01075661430980342,,,
2023-05-18,0.006346840001892563,-0.011189698064102523,,,
2023-05-19,-0.0005034405489391449,0.005291951668620639,,,
2023-05-22,-0.0013119411404421558,-0.0020536349730908973,,-0.012742557531134093,
2023-05-23,-0.010974846468446946,-0.008528821453037298,,-0.003360372222150498,
2023-05-24,-0.009562106015083999,-0.00397634899966779,,0.003592923879202377,
2023-05-25,0.004676453818251357,-0.01973110322903517,,-0.023154527540587472,
2023-05-26,0.011408957572900554,-0.020944810808547383,,-0.020497524100077297,-0.01089580247352744
2023-05-30,-0.002218517111580098,-0.005452607880113828,,-0.006847369425299717,0.0016347987215804736
2023-05-31,-0.0045368802942763,0.000761692149400443,,0.011270789181014196,-0.0008174032996826246
2023-06-01,0.008228993313470035,-0.0021485417983589713,,-0.008609850864668981,-0.00475523843693908
2023-06-02,0.017854814254598034,0.00968588724729401,,-0.0075515182766218766,-0.0018077251892018031
2023-06-05,-0.0032127659724890604,-0.003721016974853542,,0.003377999599760428,0.005609742894936062
2023-06-06,0.002162942552390462,-0.004962972165096632,,-0.01694508400940521,-0.005184175208747499
2023-06-07,0.0006916073118132555,0.017897235713736113,,-0.0014279881197876007,0.004170801938427981
2023-06-08,0.00596720531541555,-0.004626906699998674,,-0.0015011627058129041,-0.0005438683558731412
2023-06-09,0.0016208938812450403,-0.0079470258433028,,-0.0023203013171945357,0.0043567993533847734
2023-06-12,0.006528237818953509,-0.014799375549304428,,-0.011993328036384894,-0.002046624727494203
2023-06-13,0.007204115942729812,0.003118413283160041,,-0.009117344344711209,-0.001494689025992704
2023-06-14,-0.00034185584451613027,-0.005706100762268991,,0.005101544970426145,-0.0012700389268264333
2023-06-15,0.012829784041587671,0.0037735057495638137,,2.799443745618059e-05,0.003886891871826628
2023-06-16,-0.002399046979061734,0.010456460915757727,,0.00858148595201644,-0.0002667214193656526
2023-06-20,-0.006440492265038562,-0.0058402407893092066,,-0.002854804482428434,-0.005319913437391292
2023-06-21,-0.002853295478135753,0.013511587710879583,,0.01209162369267073,0.0011397122350892482
2023-06-22,1.78255949159393e-05,-0.0060649174866652,,0.0038762500540766498,-0.006375932532461056
2023-06-23,-0.006830187578821719,0.0023471600627195327,,0.004739278569040587,0.002767969110166457
2023-06-26,-0.0003759964187683803,0.010559824760877416,,0.0005696640984877988,-0.004880582215856651
2023-06-27,0.006653618583983446,-0.010181852754133355,,-0.008408010182441687,-0.008910557591119828
2023-06-28,-0.001620588611686809,-0.0011989171476487887,,-0.0019223994988028846,0.006923681034633148
2023-06-29,0.007282961587932959,0.0032866493860742516,,0.0017337336122648164,0.0023433097323700552
2023-06-30,0.009796454363910226,-0.002733520835637623,,-0.0021755950429166084,0.003739124478420123
2023-07-03,0.0012751929369051926,-0.0025609707064597163,,-0.0031454484145939507,0.004477138203134778
2023-07-05,-0.0023435591228433542,-0.003184533887482122,,0.0029632387959597738,0.00019337144838874987
2023-07-06,-0.010824061603265961,0.0037314779162696734,,0.005843981899083721,-0.004110970719879177
2023-07-07,-0.003966743216673603,0.002746920402833279,,-0.009750271206843578,0.001051641024958797
2023-07-10,0.0067577889041686556,0.0010501580524981103,,-0.00449497268705578,-0.00014550470546832554
2023-07-11,0.007437792317318083,0.005722089238017674,,-0.005658410715936623,-0.0037600570327441605
2023-07-12,0.006119223109822213,-0.0060570531794817565,,-0.007674103157064375,0.0020383889843270924
2023-07-13,0.005317954280728906,-0.005710302776597723,,-0.004952782749117301,-0.007116003800830665
2023-07-14,-3.478847720984069e-05,-0.0003214986525450563,,0.0012173906993369066,0.0030270439431518744
2023-07-17,0.0026879663761769455,-0.002980765656460286,,-0.00827139696355133,-0.0027830087346500687
2023-07-18,0.00640802137976677,-0.005137923346880854,,-0.012555008410653037,0.004427037800144121
2023-07-19,0.0036283632376981315,-0.001537613685991627,,-0.0008562544384733512,0.0014291494018493205
2023-07-20,0.0018341834963509212,0.023693779813264194,,0.028057303656697632,0.0181122615447095
2023-07-21,0.0035084406851199376,0.0016388443325849877,,0.0023963426649820214,-0.007503386245791744
2023-07-24,0.0028114829206153436,-0.004543919938918791,,0.0007687633142834127,0.009856719531264206
2023-07-25,0.001478049735264181,0.00047974047228385155,,-0.0007952041709196315,0.002224127067691724
2023-07-26,0.000678943494255233,0.009008474974653527,,-0.0004713507387982115,0.0002543732456044038
2023-07-27,-0.0062433986328271325,-0.0037455599502286205,,-0.010156342901756977,0.0030503442753053015
2023-07-28,0.005826011927960847,-0.012103056976513694,,-0.01126186095390659,-0.000664178189205944
2023-07-31,0.0022901159915461804,-0.0031425669254295536,,-0.009794759224414055,-0.004884737708665584
2023-08-01,-0.0017070966033453042,-0.0031558470412577275,,-0.005698736071888299,0.0049078595542604115
2023-08-02,-0.009088650413028497,0.013702572337000288,,0.01593878708671187,-0.005161511297253404
2023-08-03,-0.0042849108588799345,-0.008821455973859856,,0.000522613199228398,0.013414865536447326
2023-08-04,-0.003517906553659657,-0.00362496098012293,,-0.008223975859856987,-0.004303208142494245
2023-08-07,0.009399484652793302,-0.0006336898859747274,,-0.002702617274426962,-0.00043388850077918234
2023-08-08,-0.00363256224149854,-0.0014206092209808324,,-0.0030977175063214585,-0.002768460560714673
2023-08-09,-0.00435837646103456,0.010257452006147439,,0.009556541281140125,-0.006800601477324563
2023-08-10,0.0010014271885116376,-0.0035350750619125735,,0.0004465732594290173,0.0005541439177610038
2023-08-11,0.0005084276209398172,0.005951920767518615,,0.005281859161418083,0.00014183236450928305
2023-08-14,0.002967990978290411,-0.010908078237540341,,-0.011104492399562267,-0.002782083580100618
2023-08-15,-0.01079332385012027,0.002130773058127816,,0.0016006174482806543,-0.006094498420758704
2023-08-16,-0.005169593953145988,0.012465756095698043,,0.007493107405143154,-0.008055374343201827
2023-08-17,-0.005883038821595077,0.0002700165568468235,,0.0052596671563643555,-0.0038813749281938594
2023-08-18,0.0007236219139170562,0.0017435177661443571,,0.0023068898106522423,0.002592474434060732
2023-08-21,0.00251818793938726,-0.012787210971480376,,-0.015717232045124718,-0.00290064232132119
2023-08-22,-0.0037825265765585123,0.002661477738691554,,0.00506021857797386,-2.2915424623719087e-05
2023-08-23,0.008975920475985376,-0.00433031396756531,,-0.00614270166569469,0.004233308028665983
2023-08-24,-0.010543153337930166,0.013428396490194639,,0.012670978708161864,0.002054367487128195
2023-08-25,0.007958928134495244,-0.0017135825439471538,,-0.00029275778998384336,0.000930028146566615
2023-08-28,0.00662950396854457,0.0006650264946162681,,-0.005385548587158215,0.0008703925647401741
2023-08-29,0.01142642870562654,-0.010086012374513245,,-0.014241735115419174,0.0002564344548696279
2023-08-30,0.002573877246965063,-0.0005662720281803704,,-0.0019264580297924847,0.0021493194259511873
2023-08-31,-0.0028494135594281595,-0.00811094748882975,,-0.004128762941685793,0.0037790383710932206
2023-09-01,0.002939846834076692,0.0036632194739837846,,-0.0010301486932743206,-0.00043943035407430307
2023-09-05,-0.005950376493144803,-0.012187966557844935,,-0.011213961657682736,-0.0052100949692320195
2023-09-06,-0.0040837769366462474,0.003433668731212444,,0.004456461271475701,0.00018176939680009802
2023-09-07,-0.00013460618606393266,0.009116754000210933,,0.010515874318962573,-0.006023307810142797
